locale,key,englishValue,overlayValue,overlayStatus,section,priorityRank
tl,pages.pricing.country.ca,Canada,Canada,identical_to_english,pricing,1
tl,pages.pricing.preview.metricAccuracy,72%,72%,identical_to_english,pricing,1
tl,pages.pricing.preview.metricStreak,5,5,identical_to_english,pricing,1
tl,pages.pricing.preview.metricWeak,3,3,identical_to_english,pricing,1
tl,pages.pricing.segment.lvn,LVN/LPN (US),LVN/LPN (US),identical_to_english,pricing,1
tl,pages.pricing.segment.rpn,RPN (Canada),RPN (Canada),identical_to_english,pricing,1
tl,home.competitive.nursenest,NurseNest,NurseNest,identical_to_english,home,3
tl,home.competitive.uworld,UWorld,UWorld,identical_to_english,home,3
tl,home.hero.lvnLpn,LVN / LPN,LVN / LPN,identical_to_english,home,3
tl,home.region.ca,Canada,Canada,identical_to_english,home,3
tl,home.socialProof.passRateValue,100%,100%,identical_to_english,home,3
tl,pages.home.adminLessonCountBreakdown,Admin: Lesson Count Breakdown,Admin: Lesson Count Breakdown,identical_to_english,home,3
tl,pages.home.availableIn20LanguagesStudy,Available in 20 languages — Study nursing in your language,Available in 20 languages — Study nursing in your language,identical_to_english,home,3
tl,pages.home.canadianFlag,Canadian flag,Canadian flag,identical_to_english,home,3
tl,pages.home.metaDescription,"Clinical exam prep with practice questions, lessons, and mock exams for RPN/LPN, RN, NCLEX, REx-PN, NP, and allied health — built for Canada and the US.","Clinical exam prep with practice questions, lessons, and mock exams for RPN/LPN, RN, NCLEX, REx-PN, NP, and allied health — built for Canada and the US.",identical_to_english,home,3
tl,pages.home.metaTitle,"NurseNest — Healthcare Exam Prep | Nursing, NP & Allied Health","NurseNest — Healthcare Exam Prep | Nursing, NP & Allied Health",identical_to_english,home,3
tl,pages.home.rarr,&rarr;,&rarr;,identical_to_english,home,3
tl,pages.home.storeProducts,Store Products,Store Products,identical_to_english,home,3
tl,pages.home.usFlag,US flag,US flag,identical_to_english,home,3
tl,footer.legal,Legal,Legal,identical_to_english,footer,4
tl,nav.examStrip.npCA,NP (CNPLE),NP (CNPLE),identical_to_english,nav,5
tl,nav.examStrip.pnUS,NCLEX-PN,NCLEX-PN,identical_to_english,nav,5
tl,pages.forgotPassword.backToLoginLabel,Back to sign in,,missing_in_overlay,auth,6
tl,pages.forgotPassword.emailPlaceholder,Email address on your account,,missing_in_overlay,auth,6
tl,pages.forgotPassword.errorMessage,Something went wrong. Please try again.,,missing_in_overlay,auth,6
tl,pages.forgotPassword.h1,Reset your password,,missing_in_overlay,auth,6
tl,pages.forgotPassword.intro,"Enter your email address. If an account exists with a password, we will send a reset link.",,missing_in_overlay,auth,6
tl,pages.forgotPassword.metaDescription,Reset your NurseNest password,,missing_in_overlay,auth,6
tl,pages.forgotPassword.metaTitle,Forgot password,,missing_in_overlay,auth,6
tl,pages.forgotPassword.submitLabel,Send reset link,,missing_in_overlay,auth,6
tl,pages.forgotPassword.successMessage,"If an account exists for that email, a password reset link has been sent.",,missing_in_overlay,auth,6
tl,pages.login.legalAfter,.,.,identical_to_english,auth,6
tl,pages.resetPassword.backToLoginLabel,Back to sign in,,missing_in_overlay,auth,6
tl,pages.resetPassword.confirmLabel,Confirm new password,,missing_in_overlay,auth,6
tl,pages.resetPassword.errorGeneric,This reset link is invalid or has expired. Request a new one from the sign-in page.,,missing_in_overlay,auth,6
tl,pages.resetPassword.h1,Choose a new password,,missing_in_overlay,auth,6
tl,pages.resetPassword.intro,Enter and confirm your new password (at least 8 characters).,,missing_in_overlay,auth,6
tl,pages.resetPassword.metaDescription,Set a new NurseNest password,,missing_in_overlay,auth,6
tl,pages.resetPassword.metaTitle,Reset password,,missing_in_overlay,auth,6
tl,pages.resetPassword.mismatchMessage,Passwords do not match.,,missing_in_overlay,auth,6
tl,pages.resetPassword.passwordLabel,New password,,missing_in_overlay,auth,6
tl,pages.resetPassword.submitLabel,Update password,,missing_in_overlay,auth,6
tl,pages.resetPassword.successMessage,Your password has been updated. You can sign in now.,,missing_in_overlay,auth,6
tl,pages.resetPassword.weakPasswordMessage,Password must be at least 8 characters.,,missing_in_overlay,auth,6
tl,pages.signup.countryCa,Canada,Canada,identical_to_english,auth,6
tl,pages.signup.examFocus.npCa,CNPLE / NP (Canada),CNPLE / NP (Canada),identical_to_english,auth,6
tl,pages.signup.legalAfter,.,.,identical_to_english,auth,6
tl,pages.signup.tierLvn,LVN/LPN,LVN/LPN,identical_to_english,auth,6
tl,pages.signup.tierNp,NP,NP,identical_to_english,auth,6
tl,pages.signup.tierRn,RN,RN,identical_to_english,auth,6
tl,pages.signup.tierRpn,RPN,RPN,identical_to_english,auth,6
tl,account.idPrefix,ID,ID,identical_to_english,other,7
tl,account.role.admin,Admin,Admin,identical_to_english,other,7
tl,account.role.administrator,Administrator,Administrator,identical_to_english,other,7
tl,brand.applyNest,ApplyNest,ApplyNest,identical_to_english,other,7
tl,brand.nurseNest,NurseNest,NurseNest,identical_to_english,other,7
tl,components.footer.npExamPrepHub,NP exam prep hub,NP exam prep hub,identical_to_english,other,7
tl,components.footer.paramedic,Paramedic,Paramedic,identical_to_english,other,7
tl,components.footer.respiratoryTherapist,Respiratory therapy,Respiratory therapy,identical_to_english,other,7
tl,components.heroAlliedHealth.prenursing,Pre-Nursing,Pre-Nursing,identical_to_english,other,7
tl,components.heroGlobalCoverage.rarr,→,→,identical_to_english,other,7
tl,components.heroNursingTiers.mockExams,Mock Exams,Mock Exams,identical_to_english,other,7
tl,components.homeBottomSections.adaptive,Adaptive,Adaptive,identical_to_english,other,7
tl,components.homeBottomSections.canada,Canada,Canada,identical_to_english,other,7
tl,components.homeBottomSections.performanceReportCard,Performance Report Card,Performance Report Card,identical_to_english,other,7
tl,components.homeBottomSections.personalized,Adaptive,Adaptive,identical_to_english,other,7
tl,components.homeBottomSections.readinessExamBody,"Twenty-five items with an instant breakdown: see whether timing, knowledge, or judgement slipped before you sit for real.","Twenty-five items with an instant breakdown: see whether timing, knowledge, or judgement slipped before you sit for real.",identical_to_english,other,7
tl,components.homeBottomSections.reportCardBody,Category accuracy and trends over time—so you stop re-drilling chapters you already own and focus where score variance is highest.,Category accuracy and trends over time—so you stop re-drilling chapters you already own and focus where score variance is highest.,identical_to_english,other,7
tl,components.homeBottomSections.studyPlannerBody,"Queue blocks from your exam date and the categories that still miss—so after a shift you open the planner and see what to do next, not a blank calendar.","Queue blocks from your exam date and the categories that still miss—so after a shift you open the planner and see what to do next, not a blank calendar.",identical_to_english,other,7
tl,components.homeBottomSections.studyToolsCta,Start free — open practice,Start free — open practice,identical_to_english,other,7
tl,components.homeBottomSections.studyToolsHeading,"Reports, mocks, and planners in one learner shell","Reports, mocks, and planners in one learner shell",identical_to_english,other,7
tl,components.homeBottomSections.studyToolsSubcopy,"After a shift, you should not rebuild a study stack from memory. Open the planner for your exam window, run a mock when you are ready, and read the report card to see what to queue next.","After a shift, you should not rebuild a study stack from memory. Open the planner for your exam window, run a mock when you are ready, and read the report card to see what to queue next.",identical_to_english,other,7
tl,components.homeConversionSections.competitiveCta,Compare plans & pricing,Compare plans & pricing,identical_to_english,other,7
tl,components.homeConversionSections.competitiveHeading,Why learners outgrow single-exam qbanks,Why learners outgrow single-exam qbanks,identical_to_english,other,7
tl,components.homeConversionSections.competitiveRow0.feature,Question volume,Question volume,identical_to_english,other,7
tl,components.homeConversionSections.competitiveRow0.ours,{{count}} exam-style questions across pathway tiers,{{count}} exam-style questions across pathway tiers,identical_to_english,other,7
tl,components.homeConversionSections.competitiveRow0.typical,"Smaller banks, often under a few thousand items","Smaller banks, often under a few thousand items",identical_to_english,other,7
tl,components.homeConversionSections.competitiveRow1.feature,Flashcards included,Flashcards included,identical_to_english,other,7
tl,components.homeConversionSections.competitiveRow1.ours,{{count}} flashcards organized into decks,{{count}} flashcards organized into decks,identical_to_english,other,7
tl,components.homeConversionSections.competitiveRow1.typical,Flashcards sold separately or missing entirely,Flashcards sold separately or missing entirely,identical_to_english,other,7
tl,components.homeConversionSections.competitiveRow2.feature,Multi-discipline scope,Multi-discipline scope,identical_to_english,other,7
tl,components.homeConversionSections.competitiveRow2.ours,"Dedicated RPN, RN, NP, and allied tracks with correct scope language","Dedicated RPN, RN, NP, and allied tracks with correct scope language",identical_to_english,other,7
tl,components.homeConversionSections.competitiveRow2.typical,Single-exam focus or mixed stems that blur delegation rules,Single-exam focus or mixed stems that blur delegation rules,identical_to_english,other,7
tl,components.homeConversionSections.competitiveRow3.feature,Integrated workflow,Integrated workflow,identical_to_english,other,7
tl,components.homeConversionSections.competitiveRow3.ours,"Questions, decks, mocks, and lessons referencing the same miss patterns","Questions, decks, mocks, and lessons referencing the same miss patterns",identical_to_english,other,7
tl,components.homeConversionSections.competitiveRow3.typical,Only one modality (questions-only or video-only),Only one modality (questions-only or video-only),identical_to_english,other,7
tl,components.homeConversionSections.competitiveRow4.feature,Allied & specialty coverage,Allied & specialty coverage,identical_to_english,other,7
tl,components.homeConversionSections.competitiveRow4.ours,"RT, lab, paramedic, imaging, and related tracks with protocol-level framing","RT, lab, paramedic, imaging, and related tracks with protocol-level framing",identical_to_english,other,7
tl,components.homeConversionSections.competitiveRow4.typical,Nursing-only content with no credible allied expansion,Nursing-only content with no credible allied expansion,identical_to_english,other,7
tl,components.homeConversionSections.competitiveRow5.feature,Readiness analytics,Readiness analytics,identical_to_english,other,7
tl,components.homeConversionSections.competitiveRow5.ours,Category accuracy and session trends that suggest what to queue next,Category accuracy and session trends that suggest what to queue next,identical_to_english,other,7
tl,components.homeConversionSections.competitiveRow5.typical,Score-only dashboards with no line-of-sight to the next study block,Score-only dashboards with no line-of-sight to the next study block,identical_to_english,other,7
tl,components.homeConversionSections.competitiveSubcopy,"Most tools optimize for one test. NurseNest keeps questions, decks, mocks, lessons, and category analytics on one rail so you are not rebuilding a workflow every semester.","Most tools optimize for one test. NurseNest keeps questions, decks, mocks, lessons, and category analytics on one rail so you are not rebuilding a workflow every semester.",identical_to_english,other,7
tl,components.homeConversionSections.conversionProofCta,Create a free account — explore the bank,Create a free account — explore the bank,identical_to_english,other,7
tl,components.homeConversionSections.conversionProofHeading,What you actually get in the shell,What you actually get in the shell,identical_to_english,other,7
tl,components.homeConversionSections.conversionProofSubcopy,"Fewer open tabs. NurseNest combines {{questions}} exam-style items, {{flashcards}} flashcards across {{decks}} decks, CAT-style mocks, image-backed items where available, and rationales that spell out safe vs unsafe options—in one study environment aligned to nursing, NP, and allied exams.","Fewer open tabs. NurseNest combines {{questions}} exam-style items, {{flashcards}} flashcards across {{decks}} decks, CAT-style mocks, image-backed items where available, and rationales that spell out safe vs unsafe options—in one study environment aligned to nursing, NP, and allied exams.",identical_to_english,other,7
tl,components.homeConversionSections.featureCard.flashcards.desc,Learn and test modes with spaced scheduling so weak concepts resurface before you forget them.,Learn and test modes with spaced scheduling so weak concepts resurface before you forget them.,identical_to_english,other,7
tl,components.homeConversionSections.featureCard.flashcards.tags,Deck tagging · Spaced mode · Import,Deck tagging · Spaced mode · Import,identical_to_english,other,7
tl,components.homeConversionSections.featureCard.flashcards.title,Flashcards & decks,Flashcards & decks,identical_to_english,other,7
tl,components.homeConversionSections.featureCard.mocks.desc,"Full-length timed sessions with breakdowns that show whether timing, knowledge, or judgement slipped.","Full-length timed sessions with breakdowns that show whether timing, knowledge, or judgement slipped.",identical_to_english,other,7
tl,components.homeConversionSections.featureCard.mocks.tags,Strict mode · Score trends · Review queue,Strict mode · Score trends · Review queue,identical_to_english,other,7
tl,components.homeConversionSections.featureCard.questions.desc,{{count}} items across domains with detailed rationales focused on judgement—not trivia recall.,{{count}} items across domains with detailed rationales focused on judgement—not trivia recall.,identical_to_english,other,7
tl,components.homeConversionSections.featureCard.questions.tags,SATA · NGN-style · Timed sets,SATA · NGN-style · Timed sets,identical_to_english,other,7
tl,components.homeConversionSections.featureCard.questions.title,Question bank,Question bank,identical_to_english,other,7
tl,components.homeConversionSections.featureCard.rationales.desc,"Every option explains the clinical call—so you rehearse elimination logic, not pattern matching.","Every option explains the clinical call—so you rehearse elimination logic, not pattern matching.",identical_to_english,other,7
tl,components.homeConversionSections.featureCard.rationales.tags,Unsafe options · Delegation · Pharmacology safety,Unsafe options · Delegation · Pharmacology safety,identical_to_english,other,7
tl,components.homeConversionSections.featureCard.rationales.title,Rationale-first review,Rationale-first review,identical_to_english,other,7
tl,components.homeConversionSections.featureStripHeading,Pass-focused tools—not a generic content marketplace,Pass-focused tools—not a generic content marketplace,identical_to_english,other,7
tl,components.homeConversionSections.featureStripSubcopy,"Pick the lane that matches tonight’s study goal: drill items, rehearse a mock, or read rationales for what you just missed.","Pick the lane that matches tonight’s study goal: drill items, rehearse a mock, or read rationales for what you just missed.",identical_to_english,other,7
tl,components.homeConversionSections.finalCtaHeading,Start rehearsing with your pathway unlocked,Start rehearsing with your pathway unlocked,identical_to_english,other,7
tl,components.homeConversionSections.finalCtaPrimary,Start practicing free,Start practicing free,identical_to_english,other,7
tl,components.homeConversionSections.finalCtaSecondary,View pricing,View pricing,identical_to_english,other,7
tl,components.homeConversionSections.finalCtaSubcopy,"Create a free account to browse starter content. Upgrade when you want the full bank, mocks, and history for your tier—no surprise charges to look around.","Create a free account to browse starter content. Upgrade when you want the full bank, mocks, and history for your tier—no surprise charges to look around.",identical_to_english,other,7
tl,components.homeConversionSections.howItWorksHeading,"How rationales, practice, and progress connect","How rationales, practice, and progress connect",identical_to_english,other,7
tl,components.homeConversionSections.howItWorksIntro,Three loops you repeat until exam day—each one tied to how boards actually score judgement.,Three loops you repeat until exam day—each one tied to how boards actually score judgement.,identical_to_english,other,7
tl,components.homeConversionSections.howStep1.desc,Short lessons and reviews organized by system and competency so you know why a presentation matters—not just the buzzword.,Short lessons and reviews organized by system and competency so you know why a presentation matters—not just the buzzword.,identical_to_english,other,7
tl,components.homeConversionSections.howStep1.title,Learn the mechanism,Learn the mechanism,identical_to_english,other,7
tl,components.homeConversionSections.howStep2.desc,"Timed and untimed sets, SATA, and case-style stems with rationales that dismantle every option—not just the letter the key lists.","Timed and untimed sets, SATA, and case-style stems with rationales that dismantle every option—not just the letter the key lists.",identical_to_english,other,7
tl,components.homeConversionSections.howStep2.title,Pressure-test with items,Pressure-test with items,identical_to_english,other,7
tl,components.homeConversionSections.howStep3.desc,"See accuracy by domain, carry results into the next session, and stop guessing what to open after a 12-hour shift.","See accuracy by domain, carry results into the next session, and stop guessing what to open after a 12-hour shift.",identical_to_english,other,7
tl,components.homeConversionSections.howStep3.title,Redirect off weak categories,Redirect off weak categories,identical_to_english,other,7
tl,components.homeConversionSections.professionHeading,Choose the exam you are sitting next,Choose the exam you are sitting next,identical_to_english,other,7
tl,components.homeConversionSections.professionSubcopy,Jump straight into pathway-tagged practice hubs and lessons so delegation language matches your registration context.,Jump straight into pathway-tagged practice hubs and lessons so delegation language matches your registration context.,identical_to_english,other,7
tl,components.homeConversionSections.proofCard.catExams.desc,Timed blocks that adapt difficulty so you are not only rehearsing questions you already own.,Timed blocks that adapt difficulty so you are not only rehearsing questions you already own.,identical_to_english,other,7
tl,components.homeConversionSections.proofCard.catExams.title,CAT-style mocks with performance carryover,CAT-style mocks with performance carryover,identical_to_english,other,7
tl,components.homeConversionSections.proofCard.clinicalImages.desc,Images and diagrams embedded with rationales so you practice interpreting what boards actually show on screen.,Images and diagrams embedded with rationales so you practice interpreting what boards actually show on screen.,identical_to_english,other,7
tl,components.homeConversionSections.proofCard.clinicalImages.title,Visuals where the exam tests recognition,Visuals where the exam tests recognition,identical_to_english,other,7
tl,components.homeConversionSections.proofCard.examQuestions.desc,"Stems written for delegation, prioritization, and pharmacology judgement—with rationales that explain why each distractor fails clinically.","Stems written for delegation, prioritization, and pharmacology judgement—with rationales that explain why each distractor fails clinically.",identical_to_english,other,7
tl,components.homeConversionSections.proofCard.examQuestions.title,Exam-style items with unsafe-option reasoning,Exam-style items with unsafe-option reasoning,identical_to_english,other,7
tl,components.homeConversionSections.proofCard.flashcards.desc,"Pharmacology, pathophysiology, and high-yield concepts in decks meant for spaced retrieval—not isolated memorization.","Pharmacology, pathophysiology, and high-yield concepts in decks meant for spaced retrieval—not isolated memorization.",identical_to_english,other,7
tl,components.homeConversionSections.proofCard.flashcards.title,Decks you can tie to weak tags,Decks you can tie to weak tags,identical_to_english,other,7
tl,components.homeConversionSections.proofCard.lessons.desc,Body-system and competency lessons with quick checks so you know whether the concept stuck before you burn another question block.,Body-system and competency lessons with quick checks so you know whether the concept stuck before you burn another question block.,identical_to_english,other,7
tl,components.homeConversionSections.proofCard.lessons.title,Lessons with pre/post checks,Lessons with pre/post checks,identical_to_english,other,7
tl,components.homeConversionSections.proofCard.multiDiscipline.desc,"Practical nursing, RN, NP, and allied content use the right delegation language—no one-size stem bank with a new label.","Practical nursing, RN, NP, and allied content use the right delegation language—no one-size stem bank with a new label.",identical_to_english,other,7
tl,components.homeConversionSections.proofCard.multiDiscipline.title,Separate tracks for separate scopes,Separate tracks for separate scopes,identical_to_english,other,7
tl,components.homeConversionSections.sampleCheckAnswer,Show rationale,Show rationale,identical_to_english,other,7
tl,components.homeConversionSections.sampleCorrectAnswerLabel,Correct answer: {{letter}},Correct answer: {{letter}},identical_to_english,other,7
tl,components.homeConversionSections.sampleQuestionHeading,Try a pharmacology judgement stem,Try a pharmacology judgement stem,identical_to_english,other,7
tl,components.homeConversionSections.sampleQuestionSubcopy,"Tap an option, then read how the rationale rules out each distractor—same flow as inside the bank.","Tap an option, then read how the rationale rules out each distractor—same flow as inside the bank.",identical_to_english,other,7
tl,components.homeConversionSections.sampleStartPractice,Open free practice,Open free practice,identical_to_english,other,7
tl,components.homeConversionSections.sampleTryAgain,Reset question,Reset question,identical_to_english,other,7
tl,components.homeConversionSections.testimonialsHeading,What learners say about rehearsing here,What learners say about rehearsing here,identical_to_english,other,7
tl,components.homeConversionSections.testimonialsSubcopy,Quotes from students preparing for Canadian and US licensure and certification exams—your results depend on how consistently you train.,Quotes from students preparing for Canadian and US licensure and certification exams—your results depend on how consistently you train.,identical_to_english,other,7
tl,components.homeConversionSections.trustBadge.catExams,CAT-style mocks,CAT-style mocks,identical_to_english,other,7
tl,components.homeConversionSections.trustBadge.clinicalImages,Clinical images,Clinical images,identical_to_english,other,7
tl,components.homeConversionSections.trustBadge.multiTier,Pathway-tier banks,Pathway-tier banks,identical_to_english,other,7
tl,components.homeConversionSections.trustCounterLabel.decks,Study decks,Study decks,identical_to_english,other,7
tl,components.homeConversionSections.trustCountersHeading,Built for high-stakes healthcare exams—not generic multiple-choice drills,Built for high-stakes healthcare exams—not generic multiple-choice drills,identical_to_english,other,7
tl,components.homeConversionSections.trustCountersSubcopy,"A deep bank of items, decks, lessons, and mocks for RPN, RN, NP, and allied tracks—scoped so you are not mixing PN stems into RN review.","A deep bank of items, decks, lessons, and mocks for RPN, RN, NP, and allied tracks—scoped so you are not mixing PN stems into RN review.",identical_to_english,other,7
tl,components.homeDifferentiation.comparison.adaptiveMockExams.nursenest,Timed blocks sized for your filtered pool with performance carryover into review queues,Timed blocks sized for your filtered pool with performance carryover into review queues,identical_to_english,other,7
tl,components.homeDifferentiation.comparison.adaptiveMockExams.typical,Static PDF-style tests that do not feed the next study block,Static PDF-style tests that do not feed the next study block,identical_to_english,other,7
tl,components.homeDifferentiation.comparison.clinicalJudgmentTraining.feature,Clinical judgement practice,Clinical judgement practice,identical_to_english,other,7
tl,components.homeDifferentiation.comparison.clinicalJudgmentTraining.nursenest,"NGN-style cases, bowties, and prioritization drills with full option rationale","NGN-style cases, bowties, and prioritization drills with full option rationale",identical_to_english,other,7
tl,components.homeDifferentiation.comparison.clinicalJudgmentTraining.typical,Straight multiple choice without the multi-step reasoning stems boards now use,Straight multiple choice without the multi-step reasoning stems boards now use,identical_to_english,other,7
tl,components.homeDifferentiation.comparison.clinicalLessons.nursenest,"Lessons wired to categories you miss, with pre/post checks instead of passive video only","Lessons wired to categories you miss, with pre/post checks instead of passive video only",identical_to_english,other,7
tl,components.homeDifferentiation.comparison.clinicalLessons.typical,No lesson layer or generic slides detached from your item history,No lesson layer or generic slides detached from your item history,identical_to_english,other,7
tl,components.homeDifferentiation.comparison.defaultHeadline,Where NurseNest diverges from generic Qbanks,Where NurseNest diverges from generic Qbanks,identical_to_english,other,7
tl,components.homeDifferentiation.comparison.defaultSubtitle,"Side-by-side on the things that change how you study: scope, rationales, mocks, and whether analytics point you to the next item set.","Side-by-side on the things that change how you study: scope, rationales, mocks, and whether analytics point you to the next item set.",identical_to_english,other,7
tl,components.homeDifferentiation.comparison.flashcardsIncluded.feature,Flashcards & remediation,Flashcards & remediation,identical_to_english,other,7
tl,components.homeDifferentiation.comparison.flashcardsIncluded.nursenest,Decks generated from weak tags with spaced scheduling inside the same subscription,Decks generated from weak tags with spaced scheduling inside the same subscription,identical_to_english,other,7
tl,components.homeDifferentiation.comparison.flashcardsIncluded.typical,Often a separate purchase or static decks disconnected from your miss list,Often a separate purchase or static decks disconnected from your miss list,identical_to_english,other,7
tl,components.homeDifferentiation.comparison.multiDisciplineCoverage.feature,Multi-pathway coverage,Multi-pathway coverage,identical_to_english,other,7
tl,components.homeDifferentiation.comparison.multiDisciplineCoverage.nursenest,"Dedicated RPN/LVN, RN, NP, and allied tracks with scope-appropriate language","Dedicated RPN/LVN, RN, NP, and allied tracks with scope-appropriate language",identical_to_english,other,7
tl,components.homeDifferentiation.comparison.multiDisciplineCoverage.typical,Single-exam focus or repurposed stems that blur PN vs RN judgement,Single-exam focus or repurposed stems that blur PN vs RN judgement,identical_to_english,other,7
tl,components.homeDifferentiation.comparison.questionBankSize.feature,Question bank depth,Question bank depth,identical_to_english,other,7
tl,components.homeDifferentiation.comparison.questionBankSize.nursenest,Large exam-style bank with pathway filters so PN items do not masquerade as RN review,Large exam-style bank with pathway filters so PN items do not masquerade as RN review,identical_to_english,other,7
tl,components.homeDifferentiation.comparison.questionBankSize.typical,Smaller banks or generic pools that mix scopes and confuse delegation practice,Smaller banks or generic pools that mix scopes and confuse delegation practice,identical_to_english,other,7
tl,components.homeDifferentiation.comparison.readinessAnalytics.feature,Performance analytics,Performance analytics,identical_to_english,other,7
tl,components.homeDifferentiation.comparison.readinessAnalytics.nursenest,Domain and competency views that suggest what to queue next,Domain and competency views that suggest what to queue next,identical_to_english,other,7
tl,components.homeDifferentiation.comparison.readinessAnalytics.typical,Score-only dashboards without a path back to the next session,Score-only dashboards without a path back to the next session,identical_to_english,other,7
tl,components.homeDifferentiation.comparison.studyPlanGenerator.feature,Study rhythm,Study rhythm,identical_to_english,other,7
tl,components.homeDifferentiation.comparison.studyPlanGenerator.nursenest,Weekly nudges anchored to weak areas and the exam window you set,Weekly nudges anchored to weak areas and the exam window you set,identical_to_english,other,7
tl,components.homeDifferentiation.comparison.studyPlanGenerator.typical,One-size schedules that ignore whether pharmacology or prioritization is actually sliding,One-size schedules that ignore whether pharmacology or prioritization is actually sliding,identical_to_english,other,7
tl,components.homeDifferentiation.defaultHeadline.allied,"Certification practice that stays in protocol edges, not trivia lists","Certification practice that stays in protocol edges, not trivia lists",identical_to_english,other,7
tl,components.homeDifferentiation.defaultHeadline.certification,"Certification prep tied to reasoning checkpoints, not generic flashcards","Certification prep tied to reasoning checkpoints, not generic flashcards",identical_to_english,other,7
tl,components.homeDifferentiation.defaultHeadline.general,What you get beyond a static PDF question bank,What you get beyond a static PDF question bank,identical_to_english,other,7
tl,components.homeDifferentiation.defaultHeadline.np,NP prep that keeps case complexity high without losing the rationale loop,NP prep that keeps case complexity high without losing the rationale loop,identical_to_english,other,7
tl,components.homeDifferentiation.defaultSubtitle,"NurseNest is built for the judgement calls licensing exams measure: unsafe options, delegation limits, and the pathophysiology behind a symptom—not marketing checklists.","NurseNest is built for the judgement calls licensing exams measure: unsafe options, delegation limits, and the pathophysiology behind a symptom—not marketing checklists.",identical_to_english,other,7
tl,components.homeDifferentiation.grid.adaptiveDifficulty.description,Sessions react to what you just missed instead of feeding endless items you already nail—closer to how CAT-style exams probe weak domains.,Sessions react to what you just missed instead of feeding endless items you already nail—closer to how CAT-style exams probe weak domains.,identical_to_english,other,7
tl,components.homeDifferentiation.grid.adaptiveDifficulty.title,Difficulty that tracks your miss patterns,Difficulty that tracks your miss patterns,identical_to_english,other,7
tl,components.homeDifferentiation.grid.clinicalReasoning.description,Each stem explains why the correct choice is safest and why the distractors fail—so you rehearse the same elimination logic the boards reward.,Each stem explains why the correct choice is safest and why the distractors fail—so you rehearse the same elimination logic the boards reward.,identical_to_english,other,7
tl,components.homeDifferentiation.grid.clinicalReasoning.title,Rationales that defend every option,Rationales that defend every option,identical_to_english,other,7
tl,components.homeDifferentiation.grid.integratedStudy.description,"Jump from a flagged topic into a lesson, then back into a timed block without exporting CSVs or juggling three subscriptions.","Jump from a flagged topic into a lesson, then back into a timed block without exporting CSVs or juggling three subscriptions.",identical_to_english,other,7
tl,components.homeDifferentiation.grid.integratedStudy.title,"Questions, lessons, mocks in one rail","Questions, lessons, mocks in one rail",identical_to_english,other,7
tl,components.homeDifferentiation.grid.multiDiscipline.description,"PN, RN, NP, and allied banks use the right delegation language and risk framing for that registration—not recycled stem banks with a new label.","PN, RN, NP, and allied banks use the right delegation language and risk framing for that registration—not recycled stem banks with a new label.",identical_to_english,other,7
tl,components.homeDifferentiation.grid.multiDiscipline.title,Pathways separated by scope,Pathways separated by scope,identical_to_english,other,7
tl,components.homeDifferentiation.grid.readinessAnalytics.description,"See where accuracy wobbles by system or competency, then queue the next session against that bucket instead of guessing what to open tonight.","See where accuracy wobbles by system or competency, then queue the next session against that bucket instead of guessing what to open tonight.",identical_to_english,other,7
tl,components.homeDifferentiation.grid.readinessAnalytics.title,Category signals you can act on,Category signals you can act on,identical_to_english,other,7
tl,components.homeDifferentiation.grid.spacedRepetition.description,Cards resurface weak concepts on a schedule so pharmacology and labs stick without a separate deck app.,Cards resurface weak concepts on a schedule so pharmacology and labs stick without a separate deck app.,identical_to_english,other,7
tl,components.homeDifferentiation.grid.spacedRepetition.title,Flashcards tied to what you actually miss,Flashcards tied to what you actually miss,identical_to_english,other,7
tl,examAttempt.scoreLine,Score: {{score}}/{{total}},Score: {{score}}/{{total}},identical_to_english,other,7
tl,examAttempt.scoreWithPct,Score: {{score}}/{{total}} ({{pct}}%),Score: {{score}}/{{total}} ({{pct}}%),identical_to_english,other,7
tl,examAttempt.timeLimitLabel,limit {{time}},limit {{time}},identical_to_english,other,7
tl,hero.featureStrip.spacedRepetition,Spaced Repetition,Spaced Repetition,identical_to_english,other,7
tl,hero.trustIndicator.alliedHealth,Allied Health,Allied Health,identical_to_english,other,7
tl,learner.entitlement.flashcardsShort,Unable to verify access right now. Refresh and try again.,,missing_in_overlay,other,7
tl,learner.entitlement.verifyFailed,"We couldn’t finish checking your subscription (database or billing lookup failed). This is not the same as “no plan.” Refresh shortly, or sign in again if it keeps happening.",,missing_in_overlay,other,7
tl,learner.entitlement.verifyFailedShort,Unable to verify access right now. Refresh and try again.,,missing_in_overlay,other,7
tl,learner.error.app.description,Your account and access remain intact. Try again.,,missing_in_overlay,other,7
tl,learner.error.app.retry,Retry,,missing_in_overlay,other,7
tl,learner.error.app.title,Unable to load this section,,missing_in_overlay,other,7
tl,learner.error.section.dashboard,Dashboard,,missing_in_overlay,other,7
tl,learner.error.section.description,Your session is unchanged. Retry the page or return to the dashboard.,,missing_in_overlay,other,7
tl,learner.error.section.title,This section hit a snag,,missing_in_overlay,other,7
tl,learner.error.section.tryAgain,Try again,,missing_in_overlay,other,7
tl,learner.examPractice.chooseMode,Choose how you want to run this session. Progress saves automatically; you can refresh and resume.,,missing_in_overlay,other,7
